"stock_code","description","total_quantity","total_revenue"
"20714","POSY SHOPPER BAG","1580","649.82"
"23224","CHERUB HEART DECORATION GOLD","738","649.02"
"84993A","75 GREEN PETIT FOUR CASES","1471","648.61"
"20618","QUEEN OF THE SKIES PASSPORT COVER","297","648.54"
"21350","GINGHAM HEART WREATH","225","647.75"
"21003","ROSE DU SUD CUSHION COVER","109","647.75"
"21750","LARGE SKULL WINDMILL","301","647.05"
"17164B","ASS COL SMALL SAND GECKO P'WEIGHT","1620","646.56"
"21134","VICTORIAN METAL POSTCARD CHRISTMAS","377","646.44"
"84916","HAND TOWEL PALE BLUE W FLOWERS","261","646.43"
"22678","FRENCH BLUE METAL DOOR SIGN, 3","501","645.15"
"47597","NEW ENGLAND TEATOWELS","322","644.88"
"23408","PHOTO FRAME LINEN AND LACE SMALL","310","644.80"
"85215","ASSORTED CHEESE FRIDGE MAGNETS","831","643.89"
"17181","CIRCLE OF FRIENDS CANDLE HOLDER","353","642.66"
"22134","LADLE LOVE HEART RED","1489","642.40"
"16169M","WRAP DAISY CARPET","2060","640.95"
"17084N","FAIRY DREAMS INCENSE","2768","640.26"
"84520D","PACK OF 20 FAIRY CAKE PAPER NAPKINS","699","639.47"
"84865","NEW BAROQUE BLACK PHOTO ALBUM","77","639.42"
"84986B","SET OF 36 SILVER PAPER DOILIES","432","639.06"
"35004P","SET OF 3 PINK FLYING DUCKS","120","638.97"
"21665","TRIANGULAR RIDGED GLASS POSY HOLDER","879","638.80"
"84601A","NEW BAROQUE IVORY CUSHION COVER","260","638.34"
"84766","SILVER ROCOCO CANDLE STICK","200","638.00"
"17107D","FLOWER FAIRY,5 SUMMER B'DRAW LINERS","250","637.50"
"21816","CHRISTMAS TREE T-LIGHT HOLDER","422","637.34"
"84872a","TEATIME FUNKY FLOWER BACKPACK FOR 2","58","636.47"
"85185D","FROG SOCK PUPPET","195","636.11"
"23492","VINTAGE JINGLE BELLS WREATH","76","635.38"
"22391","PAPERWEIGHT HOME SWEET HOME","323","635.19"
"23298","BUNTING , SPOTTY","146","634.70"
"84507C","BLUE CIRCLES DESIGN MONKEY DOLL","433","634.64"
"22510","GINGHAM BABUSHKA DOORSTOP","272","633.35"
"20819","SILVER TEDDY BEAR","228","631.49"
"84951B","SET OF 4 BLACK LOVEBIRD COASTERS","477","631.12"
"23216","LAUREL HEART ANTIQUE GOLD","525","630.73"
"84964A","PINK PAINTED KASHMIRI TABLE","11","630.00"
"23019","SMALL APOTHECARY MEASURING JAR","81","629.05"
"85230E","STRAWBRY SCENTED VOTIVE CANDLE","2445","628.41"
"23027","DRAWER KNOB VINTAGE GLASS HEXAGON","295","627.95"
"22263","FELT EGG COSY LADYBIRD","836","627.38"
"22042","CHRISTMAS CARD SINGING ANGEL","1738","627.19"
"72814","SET OF 3 CHRISTMAS BRIAR CANDLES","176","626.39"
"16169N","WRAP BLUE RUSSIAN FOLKART","2025","626.25"
"71101E","STANDING FAIRY POLE SUPPORT","777","626.13"
"90184B","AMETHYST CHUNKY BEAD BRACELET W STR","69","625.48"
"85218","S/5 MINI ICE CREAM FRIDGE MAGNETS","1992","625.20"
"82616A","BUBBLE GUM SCARF KNITTING KIT","316","624.21"
"22289","DECORATION , HANGING METAL CHICKEN","616","623.96"
"85092","CANDY SPOT TEA COSY","391","622.57"
"20694","FLORAL PINK MONSTER","166","622.33"
"22288","HANGING METAL RABBIT DECORATION","476","621.97"
"22129","PARTY CONES CANDY DECORATION","454","621.96"
"84596J","MIXED NUTS LIGHT GREEN BOWL","810","621.74"
"23425","STORAGE TIN HOME SWEET HOME","275","621.44"
"23180","MUM'S KITCHEN CLOCK","122","621.09"
"16156N","WRAP, FRIENDSHIP ON GREEN","1475","619.50"
"22043","CHRISTMAS CARD SCREEN PRINT","2197","619.25"
"23528","WALL ART SPACEBOY","173","618.59"
"84707B","PINK JEWELLED MIRROR TRINKET TRAY","79","618.52"
"22837","HOT WATER BOTTLE BABUSHKA LARGE","136","618.00"
"20696","FLORAL SOFT CAR TOY","151","617.94"
"23471","SIX DRAWER OFFICE TIDY","65","616.79"
"23453","OVAL  MINI PORTRAIT FRAME","316","615.98"
"72772","SET/4 SCENTED CANDLES IN RAMEKINS","457","615.84"
"84952B","BLACK LOVE BIRD T-LIGHT HOLDER","364","615.49"
"84932C","SMALL ORIENTAL BLUE FOLDING STOOL","282","615.40"
"20689","RETRO SISTERS EXPRESSO CUPS","429","614.10"
"84859A","SILVER DISCO HANDBAG","293","613.53"
"47583A","SET OF 3 WICKER BASKET ROSE","71","612.82"
"85114c","RED ENCHANTED FOREST PLACEMAT","185","612.64"
"37351","ORANGE FLOWER MUG","5404","612.51"
"23018","LARGE APOTHECARY MEASURING JAR","51","612.16"
"79315W","FLYING SAUCER TABLE LIGHT IN WHITE","199","611.51"
"35972","DAISY FOLKART HEART DECORATION","440","611.38"
"84858C","PINK RIVIERA HANDBAG","347","611.07"
"22538","MINI JIGSAW GO TO THE FAIR","1443","610.43"
"22680","FRENCH BLUE METAL DOOR SIGN, 5","477","610.11"
"gift_0001_30","Dotcomgiftshop Gift Voucher £30.00","24","610.09"
"23454","THREE MINI HANGING FRAMES","142","610.00"
"90198A","VINTAGE ROSE BEAD BRACELET RASPBERR","144","609.43"
"21392","RED POLKADOT PUDDING BOWL","3717","608.90"
"20655","QUEEN OF SKIES LUGGAGE TAG","414","608.48"
"84051","ASS COLOUR GLOWING TIARAS","746","607.98"
"21173","LOO ROLL  METAL SIGN","340","607.96"
"20695","FLORAL BLUE MONSTER","142","604.58"
"85169D","PINK LOVE BIRD CANDLE","521","603.98"
"79190B","RETRO PLASTIC POLKA TRAY","1485","603.08"
"21416","CLAM SHELL LARGE","751","603.06"
"84247G","DECOUPAGE,GREETING CARD,","1414","602.67"
"21711","FOLDING UMBRELLA WHITE/RED POLKADOT","120","602.66"
"84932A","SMALL GREEN PEONY FOLDING STOOL","262","602.60"
"20863","BLUE PATCH PENCIL CASE PINK HEART","293","601.53"
"82095","HEART BUTTONS JEWELLERY BOX","100","600.91"
"23520","EMBROIDERED RIBBON REEL RUBY","167","600.55"
"84876D","BLUE HEART COMPACT MIRROR","331","600.52"
"85146","JARDIN ETCHED GLASS SMALL BELL JAR","118","599.38"
"90143","SILVER BRACELET W PASTEL FLOWER","79","599.13"
"17109D","FLOWER FAIRY INCENSE BOUQUET","1257","598.31"
"21440","12 MINI TOADSTOOL PEGS","472","597.56"
"84682","CLASSICAL ROSE DISH","295","596.94"
"22679","FRENCH BLUE METAL DOOR SIGN, 4","468","596.34"
"82011C","BATHROOM SCALES FOOTPRINTS IN SAND","131","595.18"
"85117","NIGHTINGALE COATHOOK WHITE","347","594.32"
"47469","ASSORTED SHAPES PHOTO CLIP SILVER","1220","594.28"
"72122","COFFEE SCENT PILLAR CANDLE","586","593.33"
"16236","KITTY PENCIL ERASERS","2652","593.29"
"20849","ZINC HEART LATTICE DOUBLE PLANTER","674","593.03"
"22092","BLUE PAISLEY TISSUE BOX","933","592.91"
"62096A","PINK/YELLOW FLOWERS HANDBAG","383","592.79"
"23377","PACK OF 12 DOLLY GIRL TISSUES","1351","592.45"
"85113","POLKA DOT PISTACHIO PAIL","285","591.66"
"21304","ARCHED GREY MIRROR","86","591.58"
"84963B","BLUE PAINTED KASHMIRI CHAIR","18","591.50"
"20794","BLUE  TILE HOOK","212","591.02"
"21322","GLASS SPHERE CANDLE STAND LARGE","301","590.45"
"84563B","BLUE & WHITE BREAKFAST TRAY","128","590.04"
"20661","BLUE SPOTTY PURSE","483","589.90"
"21256","FRENCH BOTTLE, BRASSERIE DES ARTIST","326","588.64"
"21893","POTTING SHED SEED TIN","172","587.80"
"21167","WHITE SAGE INCENSE","2440","587.52"
"21223","SET/4 BADGES WOODLAND ANIMAL","492","587.08"
"84934","ASSTD DESIGN POP ART SLIM PEN","687","586.50"
"22683","FRENCH BLUE METAL DOOR SIGN, 8","458","586.36"
"23565","EGG CUP MILKMAID HELGA","410","586.31"
"23499","SET 12 VINTAGE DOILY CHALK","1312","586.23"
"90199C","5 STRAND GLASS NECKLACE CRYSTAL","99","585.29"
"90195A","PURPLE GEMSTONE BRACELET","70","585.20"
"84569C","PACK 4 FLOWER/BUTTERFLY PATCHES","415","584.93"
"21379","CAMPHOR WOOD PORTOBELLO MUSHROOM","571","583.10"
"21016","LIGHT BIRD HOUSE TREE DECORATION","834","582.85"
"82001s","SILVER RECORD COVER FRAME","78","581.88"
"21553","CERAMIC BIRDHOUSE FINCH BLUE  LARGE","90","581.27"
"22785","SQUARECUSHION COVER PINK UNION JACK","173","581.23"
"20781","GOLD EAR MUFF HEADPHONES","103","579.93"
"20804","GLASS CHICKEN BUTTER DISH","325","579.31"
"22999","TRAVEL CARD WALLET VINTAGE LEAF","1350","578.48"
"85232A","SET/3 POLKADOT STACKING TINS","113","578.46"
"90010B","BLACK/WHITE GLASS/SILVER BRACELET","63","578.02"
"15056p","EDWARDIAN PARASOL PINK","46","577.84"
"21419","CONCH SHELL","1259","577.69"
"22685","FRENCH BLUE METAL DOOR SIGN, 0","461","577.51"
"23324","RUSTIC STRAWBERRY JAM POT LARGE","279","577.48"
"35922","EASTER BUNNY WREATH","97","575.99"
"85144","JARDIN ETCHED GLASS CHEESE DISH","219","575.45"
"23016","GLASS TWIST BON BON JAR","74","575.25"
"23125","6PC WOOD PLATE SET DISPOSABLE","459","574.88"
"84932D","SMALL ORIENTAL RED FOLDING STOOL","239","574.71"
"20935","ROUND CACTUS CANDLE","300","574.48"
"47421","ASSORTED COLOUR LIZARD SUCTION HOOK","1463","572.70"
"22684","FRENCH BLUE METAL DOOR SIGN, 9","450","572.58"
"17013D","ORIGAMI ROSE INCENSE IN TUBE","1068","572.40"
"84675","FROG KING WATERING CAN","206","571.71"
"84924A","WAKE UP COCKEREL CALENDAR SIGN","133","571.00"
"20615","BLUE SPOTTY PASSPORT COVER","316","570.85"
"16162L","THE KING GIFT BAG","8101","570.43"
"84509C","SET OF 4 POLKADOT PLACEMATS","149","570.19"
"85202","HANGING WOOD AND FELT HEART","1208","570.09"
"85129A","WHITE PEARL BEADED HEART, SMALL","444","569.16"
"85086A","CANDY SPOT HEART DECORATION","587","568.73"
"23219","LAUREL STAR ANTIQUE SILVER","430","568.60"
"84806B","WHITE CANDYSTUFT ARTIFICIAL FLOWER","450","568.02"
"84846A","SCENTED CANDLE IN DIGITALIS TIN","251","567.55"
"85119","WATERING CAN SINGLE HOOK PISTACHIO","413","567.48"
"22425","ENAMEL COLLANDER CREAM","122","567.12"
"16169C","WRAP BLUE REINDEER","1350","567.00"
"85169C","EAU DE NIL LOVE BIRD CANDLE","505","566.82"
"22699","TEACUP AND SAUCER REGENCY ROSES","210","566.70"
"21285","RETRO SPOT CANDLE  MEDIUM","263","566.22"
"21899","GARAGE KEY FOB","777","565.81"
"20838","FRENCH LATTICE CUSHION COVER","446","565.80"
"37444A","YELLOW BREAKFAST CUP AND SAUCER","2709","563.43"
"23381","PACK OF 12 VINTAGE LEAF TISSUES","1496","562.88"
"23272","TREE T-LIGHT HOLDER WILLIE WINKIE","364","562.22"
"23413","VINTAGE COFFEE GRINDER BOX","109","561.23"
"37345","ASSTD HEARTS DESIGN MUGS","321","561.05"
"85230B","CINNAMON SCENTED VOTIVE CANDLE","2120","561.04"
"84773","RED ROSE AND LACE C/COVER","190","560.50"
"16049","TEATIME GEL PENS ASST","3169","560.48"
"22682","FRENCH BLUE METAL DOOR SIGN, 7","443","560.05"
"16238","PARTY TIME PENCIL ERASERS","2447","559.54"
"85090","CANDY SPOT APRON","106","559.28"
"22447","PIN CUSHION BABUSHKA BLUE","180","558.28"
"21160","KEEP OUT GIRLS DOOR HANGER","794","557.49"
"84306","S/3 PINK SQUARE PLANTERS ROSES","48","557.48"
"22950","SET OF 36 DOILIES VINTAGE CHRISTMAS","444","557.40"
"84569B","PACK 3 FIRE ENGINE/CAR PATCHES","433","557.18"
"23069","EDWARDIAN PHOTO FRAME","88","556.21"
"23451","SQUARE MINI PORTRAIT FRAME","277","556.17"
"72586","SET OF 6 HALLOWEEN GHOST T-LIGHTS","1244","556.11"
"21371","MIRRORED WALL ART POPPIES","404","556.01"
"21881","CUTE CATS TAPE","1332","554.95"
"90120D","WHITE MURANO TWIST BRACELET","134","554.13"
"21666","RIDGED GLASS T-LIGHT HOLDER","808","553.03"
"84859C","PINK DISCO HANDBAG","304","552.72"
"21666","RIDGED GLASS T-LIGHT HOLDER","952","552.12"
"23473","WOODLAND SMALL RED FELT HEART","678","552.02"
"22452","MEASURING TAPE RUSSIAN DOLL PINK","182","551.70"
"84805B","BLUE CLIMBING HYDRANGA ART FLOWER","340","551.40"
"79030G","TUMBLER NEW ENGLAND","1261","551.19"
"22044","CHRISTMAS CARD STACK OF PRESENTS","1940","550.28"
"22681","FRENCH BLUE METAL DOOR SIGN, 6","430","550.10"
"23456","MEDIUM PARLOUR PICTURE FRAME","136","550.00"
"21373","MIRRORED WALL ART SNOWFLAKES","636","548.89"
"85071D","CHARLIE+LOLA MY ROOM DOOR SIGN","884","548.86"
"85091","CANDY SPOT BREAD BASKETS","343","548.81"
"22584","PACK OF 6 PANETTONE GIFT BOXES","233","548.63"
"72800B","4 PURPLE FLOCK DINNER CANDLES","335","548.11"
"23549","WRAP BIRD GARDEN","1305","548.10"
"20888","SET 3 JARDIN DE FEMME SCENT CANDLES","367","547.74"
"23074","EMBOSSED HEART TRINKET BOX","246","547.27"
"85184C","SET 4 VALENTINE DECOUPAGE HEART BOX","169","545.75"
"21339","MARAKESH LANTERN LARGE","30","544.50"
"22394","PAPERWEIGHT KINGS CHOICE","346","544.29"
"84596K","JELLY BABIES YELLOW SMALL BOWL","428","543.41"
"22983","CARD, BILLBOARD FONT","1300","543.34"
"18094C","WHITE AND BLUE CERAMIC OIL BURNER","400","542.61"
"35969","FOLKART CROWN TABLE DECORATIONS","523","542.47"
"47021G","SET/6 BEAD COASTERS GAUZE BAG GOLD","713","541.96"
"20943","SET/6 GINGERBREAD STAR T-LIGHTS","381","540.21"
"21311","SET/4 BIRD MIRROR MAGNETS","701","539.67"
"85027L","FRENCH CHATEAU LARGE PLATTER","190","538.50"
"16048","TEATIME ROUND PENCIL SHARPENER","3461","537.06"
"84592","CROCHET ROSE PURSE WITH SUEDE BACK","173","536.40"
"84414B","FUSCHIA/GREEN STRIPE WOOLLY BLANKET","78","536.24"
"21017","RED BIRD HOUSE TREE DECORATION","659","535.89"
"23398","HANGING HEART BONHEUR","606","535.35"
"23660","HENRIETTA HEN MUG","306","534.66"
"72800D","S/4 BLUE DINNER CANDLE SILVER FLOCK","418","534.58"
"90203","SILVER CHARM NECKLACE 70CM","71","534.27"
"21418","STARFISH SOAP DISH","194","533.84"
"16169P","WRAP GREEN RUSSIAN FOLKART","1750","533.75"
"20823","GOLD WINE GOBLET","253","533.71"
"20659","ECONOMY LUGGAGE TAG","369","533.51"
"85020","ROUND PINK HEART MIRROR","240","533.48"
"85030","FRENCH CHATEAU OVAL PLATTER","211","531.45"
"84661B","BLACK SQUARE TABLE CLOCK","243","530.22"
"72267","PREMIUM CHURCH CANDLE","265","530.16"
"21215","IVORY PAPER CUP CAKE CASES","1153","530.16"
"21734","SMALL MARAKESH LANTERN ON STICK","97","529.49"
"90160D","PINK BOUDICCA LARGE BRACELET","76","529.22"
"21943","CAKES AND RABBITS DESIGN FLANNEL","591","529.16"
"84799","SPRIG LAVENDER ARTIFICIAL FLOWER","678","528.78"
"20653","CHERRY BLOSSOM LUGGAGE TAG","2004","528.77"
"23139","SINGLE WIRE HOOK PINK HEART","414","528.70"
"16202B","PASTEL BLUE PHOTO ALBUM","1039","528.56"
"23060","HEART BEADED TRELLIS DECORATION","249","528.17"
"90175D","TIGRIS EYE CHUNKY CHARM BRACELET","58","527.82"
"21336","GOLD WASHBAG","1823","527.56"
"22344","PARTY PIZZA DISH PINK POLKADOT","1296","526.64"
"71270","PHOTO CLIP LINE","370","525.40"
"22898","CHILDRENS APRON APPLE DESIGN","291","524.71"
"72728","ROSE SCENT CANDLES IN GLASS","643","523.15"
"21403","BLUE EGG  SPOON","2319","523.07"
"22861","EASTER TIN CHICKS IN GARDEN","305","522.93"
"85226C","BLUE PULL BACK RACING CAR","988","521.76"
"23537","WALL ART I LOVE LONDON","99","521.73"
"21459","YELLOW EASTER EGG HUNT START POST","263","520.55"
"23336","EGG FRYING PAN PINK","225","519.25"
"20793","BLUE TILED TRAY","281","518.50"
"20868","SILVER FABRIC MIRROR","882","518.07"
"35810B","ENAMEL BLUE RIM COFFEE CONTAINER","325","517.71"
"84657","GREEN ROSE CUSHION COVER","246","517.48"
"84762A","WHITE PICNIC BARBECUE BUCKET","59","517.43"
"84683","CLASSICAL ROSE CANDLESTAND","537","516.85"
"85039C","S/4 BLACK MINI ROSE CANDLE IN BOWL","536","516.31"
"90114","SUMMER DAISIES BAG CHARM","205","514.18"
"84931A","PINK SCOTTIE DOG W FLOWER PATTERN","204","513.69"
"46118","FUNKY MONKEY CUSHION COVER","373","513.58"
"16168M","FUNKY MONKEY GIFT BAG MEDIUM","1686","512.38"
"82605","OLD DOC RUSSEL METAL SIGN","227","512.13"
"72807c","SET/3 VANILLA SCENTED CANDLE IN BOX","60","511.98"
"23136","IVORY WIRE SWEETHEART LETTER TRAY","135","511.89"
"47559b","TEA TIME OVEN GLOVE","154","511.46"
"85179A","GREEN BITTY LIGHT CHAIN","217","511.07"
"84875B","GREEN SQUARE COMPACT MIRROR","373","511.01"
"85129C","BEADED CRYSTAL HEART BLUE SMALL","390","510.23"
"84989B","75 BLACK FAIRY CAKE CASES","1009","510.15"
"84782C","GREEN 3 TIER GLASS PLATE STAND","74","509.90"
"21540","DAIRY MAID CERAMIC BUTTER DISH","114","509.62"
"90058B","CRYSTAL STUD EARRINGS ASSORTED COL","1082","509.08"
"20753","RETRO PINK SPOT WASHING UP GLOVES","218","509.00"
"22135","LADLE LOVE HEART PINK","1096","508.75"
"20615","BLUE POLKADOT PASSPORT COVER","321","506.96"
"23043","PAPER LANTERN 9 POINT HOLLY STAR L","75","506.01"
"20654","FIRST CLASS LUGGAGE TAG","398","505.41"
"35004S","SET OF 3 SILVER FLYING DUCKS","145","505.40"
"23527","WALL ART ANIMALS AND NATURE","153","504.59"
"37352","BIRD IN TREE MUG","4643","504.55"
"22286","DECORATION WOBBLY RABBIT METAL","830","504.46"
"84877B","GREEN ROUND COMPACT MIRROR","291","504.43"
"22541","MINI JIGSAW LEAP FROG","1245","503.92"
"84218","BOX/12 CHICK & EGG IN BASKET","261","503.51"
"85169B","BLACK LOVE BIRD CANDLE","428","502.91"
"85142","JARDIN ETCHED GLASS GINGER JAR","57","502.58"
"20845","ZINC HEART LATTICE 2 WALL PLANTER","76","502.27"
"21117","BLOND DOLL DOORSTOP","328","502.08"
"79337","BLUE FLOCK GLASS CANDLEHOLDER","1194","502.03"
"84804B","BLUE DELPHINIUM ARTIFICIAL FLOWER","355","501.97"
"90010E","AMBER GLASS/SILVER BRACELET","56","501.65"
"23117","POPPY FIELDS CHOPPING BOARD","93","501.23"
"47591B","SCOTTIES DES CHILD'S APRON","300","500.83"
"23021","GLASS BONNE JAM JAR","120","500.82"
"20865","PATCHWORK PENCIL CASE BUTTERFLY","251","500.49"
"71143","SILVER BOOK MARK WITH BEADS","332","500.34"
"84706D","CHERRY BLOSSOM TABLE CLOCK","219","500.19"
"16219","HOUSE SHAPE PENCIL SHARPENER","3357","499.55"
"21882","SKULLS TAPE","1052","499.44"
"35471A","SET OF 3 BIRD L.BLUE FEATHER","421","499.31"
"23560","SET OF 6 RIBBONS COUNTRY STYLE","172","499.18"
"84247L","FAWN AND MUSHROOM GREETING CARD","1137","498.21"
"20864","DENIM PATCH PENCIL CASE BUTTERFLY","252","498.14"
"47592A","CAROUSEL DES CHILD'S OVERALL","257","497.81"
"35600D","PINK AND WHITE CHRISTMAS TREE 180CM","141","497.70"
"85230A","OPIUM SCENTED VOTIVE CANDLE","1992","497.04"
"21399","BLUE  SPOTTY  COFFEE MUG","241","495.98"
"72800C","S/4 PINK DINNER CANDLE SILVER FLOCK","394","494.39"
"22031","BOTANICAL LAVENDER BIRTHDAY CARD","1125","493.99"
"84798B","PURPLE FOXGLOVE ARTIIFCIAL FLOWER","326","492.90"
"16239","BALLERINA HEART DECORATION.","347","492.17"
"90160B","RED BOUDICCA LARGE BRACELET","71","490.92"
"84827","ASS DES PHONE SPONGE CRAFT STICKER","1027","489.79"
"37482P","CUBIC MUG PINK POLKADOT","549","489.60"
"BANK CHARGES","Bank Charges","31","489.24"
"21004","ROSE DU SUD CHILDS APRON","106","489.14"
"35967","FOLK ART METAL STAR T-LIGHT HOLDER","936","488.51"
"84876B","GREEN HEART COMPACT MIRROR","344","488.31"
"21663","VINTAGE GLASS SUGAR CADDY","76","488.16"
"51020B","STRIPY DESIGN SHOWER CAP","1084","488.12"
"84970l","SINGLE HEART ZINC T-LIGHT HOLDER","233","487.14"
"22892","SALT AND PEPPER SHAKERS TOADSTOOLS","397","486.35"
"72800D","4 BLUE DINNER CANDLES SILVER FLOCK","213","485.63"
"22897","OVEN MITT APPLE DESIGN","343","485.00"
"22407","MONEY BOX FIRST ADE DESIGN","394","484.34"
"84875D","BLUE SQUARE COMPACT MIRROR","371","483.75"
"23218","LAUREL STAR ANTIQUE GOLD","379","483.03"
"22259","FELT FARM ANIMAL HEN","590","482.95"
"22038","BOTANICAL LAVENDER GIFT WRAP","1150","481.00"
"84984B","RED PEONY CUSHION COVER","309","480.85"
"85227","SET/6 3D KIT CARDS FOR KIDS","591","479.84"
"22346","PARTY PIZZA DISH GREEN POLKADOT","1159","479.60"
"23169","CLASSIC GLASS SWEET JAR","119","479.45"
"16244A","MAXWELL 2 TONE PINK 60 PAGE PHOTO A","186","479.41"
"23422","PANTRY HOOK BALLOON WHISK","213","477.89"
"37492C","GREEN BLUE FLOWER PIGGY BANK","242","477.30"
"21620","S/4 ROSE    BOTANICAL  CANDLE","127","477.12"
"21132","SILVER STANDING GNOME","93","476.61"
"72750C","F.FAIRY S/3 CANDLE/GLASS, ROSE","232","476.40"
"23561","SET OF 6 RIBBONS PARTY","170","476.00"
"72801G","S/4 BURGUNDY WINE DINNER CANDLES","786","475.92"
"85170B","SET/6 BLACK BIRD T-LIGHT CANDLES","283","475.91"
"85109","PINK BOUDOIR T-LIGHT HOLDER","4211","475.43"
"84809A","WHITE CHRYSANTHEMUMS ART FLOWER","276","474.84"
"21507","ELEPHANT BIRTHDAY CARD","1110","474.78"
"21536","DAIRY MAID  SMALL  MILK JUG","221","474.74"
"85136B","BLUE SHARK HELICOPTER","59","473.77"
"22697","TEACUP AND SAUCER REGENCY GREEN","174","472.50"
"40046A","RED DAISY PAPER LAMPSHADE","355","472.07"
"22951","72 CAKE CASES DOLLY GIRL DESIGN","943","471.85"
"84926E","FLOWERS TILE COASTER","1081","471.57"
"85144","JARDIN ETCHED GLASS BUTTER DISH","68","471.40"
"20662","FIRST CLASS HOLIDAY PURSE","728","471.33"
"84901","BLACK FACE LAMB WITH PANTS","123","471.13"
"gift_0001_20","Dotcomgiftshop Gift Voucher £20.00","28","471.06"
"23521","WALL ART CAT AND BIRD","143","469.73"
"21518","BANK ACCOUNT  GREETING  CARD","1107","469.28"
"90192","JADE DROP EARRINGS W FILIGREE","94","469.18"
"22686","FRENCH BLUE METAL DOOR SIGN, No","356","468.94"
"72799B","PURPLE PILLAR CANDLE BLACK FLOCK","322","467.71"
"85211","S/4 GROOVY CAT MAGNETS","306","467.40"
"35911A","MULTICOLOUR RABBIT EGG WARMER","388","466.69"
"72225C","LAVENDER SCENT CAKE CANDLE","1926","466.38"
"23379","PACK OF 12 RED APPLE TISSUES","1220","465.36"
"51020A","SUMMER FUN DESIGN SHOWER CAP","1303","463.31"
"23455","SMALL PARLOUR PICTURE FRAME","165","462.45"
"90120C","GREEN MURANO TWIST BRACELET","109","462.32"
"72132","COLUMBIAN CUBE CANDLE","549","462.15"
"84972L","GIANT PINK HEART MEMO HOLDER","117","462.15"
"72789","BASKET/8 SCENTED LOVE TOKEN CANDLES","122","461.53"
"85204","HANGING WOOD AND FELT FLOWER","2353","460.90"
"90195B","BLACK GEMSTONE BRACELET","52","460.69"
"23691","WRAP KEEP CALM BIRTHDAY","1125","460.50"
"84915","HAND TOWEL PINK FLOWER AND DAISY","234","459.56"
"84948","SILVER HANGING T-LIGHT HOLDER DOME","273","459.21"
"22191","IVORY WALL CLOCK","60","459.00"
"22193","RED WALL CLOCK","60","459.00"
"47422","ASSORTED MONKEY SUCTION CUP HOOK","1177","458.34"
"16207B","PINK HEART RED HANDBAG","265","457.65"
"22345","PARTY PIZZA DISH BLUE POLKADOT","1183","457.58"
"23045","PAPER LANTERN 5 POINT STAR MOON","108","456.48"
"90145","SILVER HOOP EARRINGS WITH FLOWER","75","455.86"
"84509A","ENGLISH ROSE PLACEMATS","117","455.18"
"90201B","BLACK ENAMEL FLOWER RING","154","454.31"
"21757","LIGHTHOUSE PRINTED METAL SIGN","80","454.30"
"72586","S/6 HALLOWEEN GHOST T LIGHTS, 5CM H","1059","453.99"
"84508B","STRIPES DESIGN TEDDY","169","453.76"
"22813","PACK 3 BOXES BIRD PANETTONE","204","451.84"
"20621","ECONOMY PASSPORT COVER","207","451.67"
"23548","WRAP MAGIC FOREST","1075","451.50"
"23509","MINI PLAYING CARDS FUN FAIR","1062","451.46"
"90120B","BLUE MURANO TWIST BRACELET","107","451.44"
"82081","PINK HEARTS PHOTO ALBUM","174","451.35"
"84597C","RETRO PINK BALL ASHTRAY","364","450.98"
"16012","FOOD/DRINK SPONGE STICKERS","2142","449.82"
"20616","CHERRY BLOSSOM PASSPORT COVER","283","449.26"
"21393","BLUE POLKADOT PUDDING BOWL","2565","449.26"
"16218","CARTOON  PENCIL SHARPENERS","4629","448.13"
"90014A","SILVER/MOP ORBIT NECKLACE","44","447.21"
"17164D","ASS COL SMALL SAND FROG P'WEIGHT","1150","447.00"
